Latitude,Longitude
49.17937000,8.643390000
49.17827000,8.642630000
49.17746000,8.642190000
49.17713000,8.641950000
49.17478000,8.640730000
49.17441000,8.640490000
49.17120000,8.637890000
49.17002000,8.637100000
49.16923000,8.636660000
49.16848000,8.636350000
49.16619000,8.635640000
49.16482000,8.635050000
49.16408000,8.634620000
49.16321000,8.633920000
49.16267000,8.633330000
49.16099000,8.631060000
49.16067000,8.630580000
49.16068000,8.630000000
49.16065000,8.629830000
49.16052000,8.629720000
49.16028000,8.629770000
49.15978000,8.630050000
49.15951000,8.630410000
49.15928000,8.630980000
49.15916000,8.631060000
49.15892000,8.631110000
49.15877000,8.630940000
49.15821000,8.629830000
49.15688000,8.628400000
49.15658000,8.628020000
49.15650000,8.627810000
49.15633000,8.627620000
49.15569000,8.626540000
49.15543000,8.625990000
49.15477000,8.624960000
49.15163000,8.621450000
49.15102000,8.620560000
49.15055000,8.619760000
49.15012000,8.618890000
49.14925000,8.617620000
49.14806000,8.616210000
49.14751000,8.615770000
49.14700000,8.615440000
49.14643000,8.614730000
49.14610000,8.614150000
49.14596000,8.613810000
49.14538000,8.611880000
49.14483000,8.610750000
49.14456000,8.610360000
49.14405000,8.609760000
49.14294000,8.608940000
49.14249000,8.608580000
49.14128000,8.607870000
49.13554000,8.604020000
49.13366000,8.602810000
49.13255000,8.602020000
49.13166000,8.601540000
49.12973000,8.600250000
49.12718000,8.598670000
49.12702000,8.598570000
49.12695000,8.598420000
49.12695000,8.598240000
49.12728000,8.597060000
49.12705000,8.596870000
49.12686000,8.596560000
49.12635000,8.595530000
49.12616000,8.595940000
49.12602000,8.596390000
49.12586000,8.597480000
49.12579000,8.597700000
49.12507000,8.598830000
49.12494000,8.599170000
49.12485000,8.599810000
49.12467000,8.600340000
49.12453000,8.600590000
49.12425000,8.600950000
49.12403000,8.601030000
49.12366000,8.600980000
49.12283000,8.600500000
49.12245000,8.599840000
49.12237000,8.599580000
49.12231000,8.599260000
49.12224000,8.598220000
49.12188000,8.596770000
49.12170000,8.595880000
49.12160000,8.595580000
49.12133000,8.595070000
49.12085000,8.594420000
49.11926000,8.591050000
49.11826000,8.588630000
49.11796000,8.588000000
49.11763000,8.587460000
49.11661000,8.585470000
49.11416000,8.581450000
49.11220000,8.579290000
49.11164000,8.578500000
49.11122000,8.577690000
49.11072000,8.576820000
49.11039000,8.576400000
49.10906000,8.575110000
49.10797000,8.573940000
49.10515000,8.570200000
49.10453000,8.569340000
49.10396000,8.568650000
49.10294000,8.567600000
49.10179000,8.566640000
49.09923000,8.564950000
49.09857000,8.564430000
49.09726000,8.563280000
49.09390000,8.560110000
49.09343000,8.559590000
49.09296000,8.558980000
49.09144000,8.557440000
49.09059000,8.556860000
49.08988000,8.556260000
49.08801000,8.554550000
49.08721000,8.553710000
49.08671000,8.553210000
49.08652000,8.553150000
49.08609000,8.553230000
49.08591000,8.553200000
49.08530000,8.552770000
49.08465000,8.552620000
49.08440000,8.552510000
49.08322000,8.551610000
49.08139000,8.550420000
49.08078000,8.549970000
49.07990000,8.549180000
49.07703000,8.545970000
49.07649000,8.545430000
49.07538000,8.544490000
49.07414000,8.543660000
49.07299000,8.543160000
49.07089000,8.542060000
49.07004000,8.541460000
49.06755000,8.538980000
49.06705000,8.538790000
49.06530000,8.538220000
49.06453000,8.537860000
49.06380000,8.537380000
49.05833000,8.534310000
49.05784000,8.533910000
49.05657000,8.532600000
49.05623000,8.532320000
49.05591000,8.532160000
49.05517000,8.532070000
49.05481000,8.531870000
49.05372000,8.531290000
49.05323000,8.531090000
49.05283000,8.531050000
49.05270000,8.531080000
49.05241000,8.531290000
49.05204000,8.531790000
49.05195000,8.531840000
49.05142000,8.531720000
49.05060000,8.531940000
49.05041000,8.531960000
49.05020000,8.531900000
49.05001000,8.531580000
49.04970000,8.530770000
49.04889000,8.529140000
49.04866000,8.528850000
49.04755000,8.527770000
49.04755000,8.527760000
49.04647000,8.527130000
49.04504000,8.526420000
49.04362000,8.525930000
49.04308000,8.525620000
49.04189000,8.524540000
49.04048000,8.523060000
49.04007000,8.522730000
49.03708000,8.520690000
49.03593000,8.519720000
49.03440000,8.518150000
49.03368000,8.517330000
49.03243000,8.515770000
49.03178000,8.515020000
49.03103000,8.514240000
49.02823000,8.511900000
49.02716000,8.510920000
49.02680000,8.510530000
49.02248000,8.505260000
49.02094000,8.503910000
49.02044000,8.503340000
49.01990000,8.502540000
49.01922000,8.501420000
49.01797000,8.499870000
49.01742000,8.498990000
49.01709000,8.498280000
49.01618000,8.495050000
49.01570000,8.494070000
49.01545000,8.493680000
49.01314000,8.490590000
49.01255000,8.489900000
49.01181000,8.489180000
49.01129000,8.488800000
49.01036000,8.488260000
49.00965000,8.488010000
49.00716000,8.487410000
49.00647000,8.487150000
49.00607000,8.486930000
49.00587000,8.486820000
49.00581000,8.486660000
49.00578000,8.486400000
49.00586000,8.486170000
49.00672000,8.485500000
49.00695000,8.485570000
49.00702000,8.485680000
49.00705000,8.485920000
49.00665000,8.487360000
49.00648000,8.488280000
49.00639000,8.488890000
49.00636000,8.489440000
49.00619000,8.491010000
49.00589000,8.492310000
49.00483000,8.496210000
49.00467000,8.497550000
49.00465000,8.498840000
49.00472000,8.500720000
49.00513000,8.506200000
49.00541000,8.510580000
49.00543000,8.511080000
49.00533000,8.512620000
49.00532000,8.512800000
49.00535000,8.512920000
49.00524000,8.514620000
49.00493000,8.517360000
49.00441000,8.521150000
49.00426000,8.523460000
49.00427000,8.524100000
49.00418000,8.524620000
49.00370000,8.526700000
49.00292000,8.528290000
49.00275000,8.528560000
49.00261000,8.528660000
49.00220000,8.528750000
49.00158000,8.529130000
49.00096000,8.529800000
48.99936000,8.531000000
48.99869000,8.531580000
48.99830000,8.531990000
48.99770000,8.532750000
48.99735000,8.533070000
48.99648000,8.533620000
48.99551000,8.533790000
48.99426000,8.533830000
48.99253000,8.534520000
48.99234000,8.534580000
48.99189000,8.534560000
48.99078000,8.534380000
48.99048000,8.534420000
48.98915000,8.535190000
48.98886000,8.535430000
48.98831000,8.536200000
48.98748000,8.537180000
48.98739000,8.537360000
48.98729000,8.537720000
48.98726000,8.537980000
48.98727000,8.538710000
48.98723000,8.538920000
48.98711000,8.539140000
48.98694000,8.539310000
48.98681000,8.539520000
48.98664000,8.539890000
48.98644000,8.540560000
48.98639000,8.540850000
48.98637000,8.541120000
48.98643000,8.541860000
48.98640000,8.542080000
48.98628000,8.542480000
48.98606000,8.542970000
48.98560000,8.543740000
48.98486000,8.545110000
48.98467000,8.545520000
48.98444000,8.546330000
48.98431000,8.546600000
48.98289000,8.549120000
48.98210000,8.550300000
48.98164000,8.550810000
48.98139000,8.550970000
48.98101000,8.551080000
48.98065000,8.551070000
48.98040000,8.550970000
48.97668000,8.549340000
48.97491000,8.548250000
48.97407000,8.547790000
48.97362000,8.547640000
48.97304000,8.547590000
48.97262000,8.547630000
48.97175000,8.548310000
48.97136000,8.548720000
48.97048000,8.549810000
48.97026000,8.550210000
48.96954000,8.552180000
48.96919000,8.552750000
48.96891000,8.552900000
48.96818000,8.553570000
48.96743000,8.554060000
48.96705000,8.554050000
48.96663000,8.553760000
48.96602000,8.553860000
48.96488000,8.554720000
48.96341000,8.555660000
48.96166000,8.557120000
48.96076000,8.558650000
48.96018000,8.559350000
48.95977000,8.559740000
48.95935000,8.560000000
48.95823000,8.560560000
48.95789000,8.560650000
48.95667000,8.561150000
48.95636000,8.561320000
48.95593000,8.561660000
48.95482000,8.562780000
48.95429000,8.563410000
48.95401000,8.563860000
48.95370000,8.564850000
48.95363000,8.565430000
48.95352000,8.568130000
48.95347000,8.569120000
48.95338000,8.569800000
48.95323000,8.569800000
48.95319000,8.569850000
48.95316000,8.570040000
48.95321000,8.570150000
48.95332000,8.570180000
48.95343000,8.570430000
48.95345000,8.570630000
48.95341000,8.571120000
48.95340000,8.572130000
48.95342000,8.577770000
48.95355000,8.580740000
48.95379000,8.582470000
48.95396000,8.583430000
48.95421000,8.584490000
48.95452000,8.585440000
48.95463000,8.585790000
48.95511000,8.586960000
48.95565000,8.588050000
48.95886000,8.593700000
48.95921000,8.594230000
48.95966000,8.594760000
48.96024000,8.595370000
48.96105000,8.596070000
48.96148000,8.596500000
48.96187000,8.597050000
48.96221000,8.597680000
48.96244000,8.598300000
48.96303000,8.600340000
48.96322000,8.601190000
48.96347000,8.602600000
48.96357000,8.603390000
48.96363000,8.604380000
48.96362000,8.605010000
48.96350000,8.606990000
48.96341000,8.607720000
48.96323000,8.608590000
48.96301000,8.609260000
48.96159000,8.612370000
48.96030000,8.614440000
48.95945000,8.615300000
48.95887000,8.615780000
48.95874000,8.615880000
48.95865000,8.615870000
48.95837000,8.616010000
48.95904000,8.618780000
48.95931000,8.619600000
48.95954000,8.620280000
48.95948000,8.620360000
48.95948000,8.620470000
48.95961000,8.620540000
48.96059000,8.623990000
48.96111000,8.625520000
48.96125000,8.626250000
48.96137000,8.626910000
48.96150000,8.628210000
48.96178000,8.632220000
48.96193000,8.633760000
48.96195000,8.634040000
48.96184000,8.634110000
48.96181000,8.634250000
48.96188000,8.634410000
48.96197000,8.634440000
48.96197000,8.634690000
48.96181000,8.635640000
48.96148000,8.637030000
48.96136000,8.637830000
48.96125000,8.639270000
48.96114000,8.642030000
48.96117000,8.642360000
48.96138000,8.643050000
48.96180000,8.643820000
48.96208000,8.644250000
48.96214000,8.644430000
48.96222000,8.644710000
48.96214000,8.644780000
48.96180000,8.644580000
48.96099000,8.644280000
48.96013000,8.644140000
48.95938000,8.643830000
48.95889000,8.643530000
48.95852000,8.643390000
48.95800000,8.643350000
48.95774000,8.643460000
48.95732000,8.643950000
48.95712000,8.644320000
48.95693000,8.644920000
48.95685000,8.645370000
48.95665000,8.646620000
48.95625000,8.647830000
48.95599000,8.648760000
48.95577000,8.650210000
48.95558000,8.652050000
48.95542000,8.652840000
48.95514000,8.653740000
48.95508000,8.653900000
48.95491000,8.654080000
48.95459000,8.654880000
48.95443000,8.655170000
48.95262000,8.658180000
48.95100000,8.661830000
48.95031000,8.662960000
48.94967000,8.664230000
48.94927000,8.664880000
48.94824000,8.667310000
48.94804000,8.667960000
48.94786000,8.668400000
48.94781000,8.668500000
48.94771000,8.668530000
48.94731000,8.668320000
48.94674000,8.667850000
48.94654000,8.667770000
48.94616000,8.667960000
48.94595000,8.667870000
48.94490000,8.666740000
48.94475000,8.666720000
48.94418000,8.667400000
48.94363000,8.667730000
48.94323000,8.668110000
48.94284000,8.668600000
48.94221000,8.669740000
48.94076000,8.671980000
48.94012000,8.672720000
48.93947000,8.673200000
48.93901000,8.673420000
48.93760000,8.673900000
48.93695000,8.674030000
48.93627000,8.674370000
48.93548000,8.674960000
48.93399000,8.676540000
48.93271000,8.677700000
48.93202000,8.678200000
48.93125000,8.678500000
48.93037000,8.679030000
48.92940000,8.679750000
48.92870000,8.680440000
48.92809000,8.681120000
48.92802000,8.681030000
48.92791000,8.681060000
48.92784000,8.681150000
48.92784000,8.681340000
48.92655000,8.682320000
48.92603000,8.682610000
48.92551000,8.682750000
48.92500000,8.682750000
48.92444000,8.682580000
48.92304000,8.681730000
48.92257000,8.681630000
48.92202000,8.681680000
48.92166000,8.681820000
48.92115000,8.682220000
48.92056000,8.682850000
48.92013000,8.683540000
48.91999000,8.683920000
48.91929000,8.686920000
48.91903000,8.687680000
48.91881000,8.688060000
48.91824000,8.688640000
48.91774000,8.689270000
48.91694000,8.690700000
48.91653000,8.691340000
48.91581000,8.692280000
48.91529000,8.692800000
48.91502000,8.693000000
48.91398000,8.693600000
48.91338000,8.694230000
48.91297000,8.694590000
48.91225000,8.695040000
48.91192000,8.695170000
48.91167000,8.695270000
48.91131000,8.695320000
48.90991000,8.695340000
48.90955000,8.695380000
48.90918000,8.695500000
48.90876000,8.695790000
48.90776000,8.696710000
48.90717000,8.697160000
48.90662000,8.697310000
48.90568000,8.697410000
48.90527000,8.697780000
48.90468000,8.698660000
48.90440000,8.698960000
48.90179000,8.700890000
48.90116000,8.701230000
48.90079000,8.701440000
48.90075000,8.701630000
48.90053000,8.705020000
48.90062000,8.705560000
48.90050000,8.706770000
48.90045000,8.707110000
48.90028000,8.707720000
48.89983000,8.708870000
48.89969000,8.709200000
48.89899000,8.708760000
48.89887000,8.708710000
48.89877000,8.708740000
48.89630000,8.710290000
48.89596000,8.710510000
48.89590000,8.710440000
48.89581000,8.710450000
48.89577000,8.710650000
48.89509000,8.711170000
48.89380000,8.711890000
48.89340000,8.712070000
48.89319000,8.712000000
48.89305000,8.711880000
48.89289000,8.711530000
48.89272000,8.710830000
48.89260000,8.710650000
48.89240000,8.710670000
48.89121000,8.711160000
48.89092000,8.711320000
48.89081000,8.710810000
48.89078000,8.709900000
48.89057000,8.707730000
48.89041000,8.706670000
48.89029000,8.706130000
48.89000000,8.705060000
48.88996000,8.704670000
48.88999000,8.703760000
48.89012000,8.701220000
48.89013000,8.700880000
48.89009000,8.700780000
